time;ax;ay;az;wx;wy;wz;Latitude;Longitude;Speed (m/s)
16.1260;9.6132;10.0035;3.4389;-1.7556;-0.7465;-0.9420;55.75475337;48.74055706;3.42999983
16.1390;9.6132;10.0035;3.4389;-1.7556;-0.7465;-0.9420;55.75475337;48.74055706;3.42999983
16.1400;9.6132;10.0035;3.4389;-1.7556;-0.7465;-0.9420;55.75475337;48.74055706;3.42999983
16.1410;9.6132;10.0035;3.4389;-2.0727;0.3561;-1.1625;55.75475337;48.74055706;3.42999983
16.1410;9.6132;10.0035;3.4389;-2.0727;0.3561;-1.1625;55.75475337;48.74055706;3.42999983
16.1420;5.2522;9.1032;7.0911;-2.0727;0.3561;-1.1625;55.75475337;48.74055706;3.42999983
16.1420;5.2522;9.1032;7.0911;-2.0727;0.3561;-1.1625;55.75475337;48.74055706;3.42999983
16.1490;5.2522;9.1032;7.0911;-1.9786;0.8406;-1.0122;55.75475337;48.74055706;3.42999983
16.1590;5.2522;9.1032;7.0911;-1.4410;0.5449;-0.5388;55.75475337;48.74055706;3.42999983
16.1590;5.2522;9.1032;7.0911;-1.4410;0.5449;-0.5388;55.75475337;48.74055706;3.42999983
16.1600;-0.6891;7.3072;8.7907;-1.4410;0.5449;-0.5388;55.75475337;48.74055706;3.42999983
16.1680;-0.6891;7.3072;8.7907;-0.7416;-0.2034;-0.2004;55.75475337;48.74055706;3.42999983
16.1790;-0.6891;7.3072;8.7907;-0.1411;-0.9395;-0.0599;55.75475337;48.74055706;3.42999983
16.1800;-0.6891;7.3072;8.7907;-0.1411;-0.9395;-0.0599;55.75475337;48.74055706;3.42999983
16.1800;1.5663;6.5573;6.0169;-0.1411;-0.9395;-0.0599;55.75475337;48.74055706;3.42999983
16.1880;1.5663;6.5573;6.0169;0.2358;-1.2168;-0.0837;55.75475337;48.74055706;3.42999983
16.1990;1.5663;6.5573;6.0169;0.2431;-0.9768;-0.2523;55.75475337;48.74055706;3.42999983
16.2000;1.5663;6.5573;6.0169;0.2431;-0.9768;-0.2523;55.75475337;48.74055706;3.42999983
16.2000;2.8739;6.0301;0.5821;0.2431;-0.9768;-0.2523;55.75475337;48.74055706;3.42999983
16.2090;2.8739;6.0301;0.5821;-0.0024;-0.4844;-0.5137;55.75475337;48.74055706;3.42999983
16.2190;2.8739;6.0301;0.5821;-0.3268;0.2169;-0.7391;55.75475337;48.74055706;3.42999983
16.2190;2.8739;6.0301;0.5821;-0.3268;0.2169;-0.7391;55.75475337;48.74055706;3.42999983
16.2200;0.1620;4.4752;-2.5331;-0.3268;0.2169;-0.7391;55.75475337;48.74055706;3.42999983
16.2290;0.1620;4.4752;-2.5331;-0.6408;0.7666;-0.7550;55.75475337;48.74055706;3.42999983
16.2400;0.1620;4.4752;-2.5331;-0.9029;0.8693;-0.6103;55.75475337;48.74055706;3.42999983
16.2410;0.1620;4.4752;-2.5331;-0.9029;0.8693;-0.6103;55.75475337;48.74055706;3.42999983
16.2410;-5.6069;0.8258;-4.2976;-0.9029;0.8693;-0.6103;55.75475337;48.74055706;3.42999983
16.2490;-5.6069;0.8258;-4.2976;-0.9542;0.4374;-0.4221;55.75475337;48.74055706;3.42999983
16.2610;-5.6069;0.8258;-4.2976;-0.7147;-0.3396;-0.3158;55.75475337;48.74055706;3.42999983
16.2620;-5.6069;0.8258;-4.2976;-0.7147;-0.3396;-0.3158;55.75475337;48.74055706;3.42999983
16.2620;-5.4975;-2.4403;-1.9198;-0.7147;-0.3396;-0.3158;55.75475337;48.74055706;3.42999983
16.2710;-5.4975;-2.4403;-1.9198;-0.4417;-0.5608;-0.2498;55.75475337;48.74055706;3.42999983
16.2720;-5.4975;-2.4403;-1.9198;-0.4417;-0.5608;-0.2498;55.75475337;48.74055706;3.42999983
16.2720;-5.3126;-3.9765;-1.3149;-0.4417;-0.5608;-0.2498;55.75475337;48.74055706;3.42999983
16.2800;-5.3126;-3.9765;-1.3149;-0.2847;-0.4331;-0.2352;55.75475337;48.74055706;3.42999983
16.2940;-5.3126;-3.9765;-1.3149;-0.0666;0.0483;-0.3983;55.75475337;48.74055706;3.42999983
16.3080;-5.3126;-3.9765;-1.3149;-0.0666;0.0483;-0.3983;55.75474628;48.74061012;3.47000003
16.3080;-5.3126;-3.9765;-1.3149;-0.0666;0.0483;-0.3983;55.75474628;48.74061012;3.47000003
16.3080;-5.3126;-3.9765;-1.3149;0.1888;0.4588;-0.6506;55.75474628;48.74061012;3.47000003
16.3090;-5.3126;-3.9765;-1.3149;0.1888;0.4588;-0.6506;55.75474628;48.74061012;3.47000003
16.3090;-3.9921;-5.7901;-1.4501;0.1888;0.4588;-0.6506;55.75474628;48.74061012;3.47000003
16.3090;-3.9921;-5.7901;-1.4501;0.1888;0.4588;-0.6506;55.75474628;48.74061012;3.47000003
16.3110;-3.9921;-5.7901;-1.4501;0.3745;0.6072;-0.7813;55.75474628;48.74061012;3.47000003
16.3220;-3.9921;-5.7901;-1.4501;0.5260;0.5705;-0.8070;55.75474628;48.74061012;3.47000003
16.3330;-3.9921;-5.7901;-1.4501;0.5730;0.3946;-0.7178;55.75474628;48.74061012;3.47000003
16.3330;-3.9921;-5.7901;-1.4501;0.5730;0.3946;-0.7178;55.75474628;48.74061012;3.47000003
16.3340;-9.8613;-6.4167;-6.3316;0.5730;0.3946;-0.7178;55.75474628;48.74061012;3.47000003
16.3420;-9.8613;-6.4167;-6.3316;0.4838;0.1808;-0.5913;55.75474628;48.74061012;3.47000003
16.3530;-9.8613;-6.4167;-6.3316;0.2950;0.0886;-0.5156;55.75474628;48.74061012;3.47000003
16.3730;-9.8613;-6.4167;-6.3316;0.0654;0.2847;-0.4924;55.75474628;48.74061012;3.47000003
16.3740;-9.8613;-6.4167;-6.3316;0.0654;0.2847;-0.4924;55.75474628;48.74061012;3.47000003
16.3740;-7.2648;-4.9986;-6.2586;0.0654;0.2847;-0.4924;55.75474628;48.74061012;3.47000003
16.3750;-7.2648;-4.9986;-6.2586;-0.2010;0.6182;-0.4581;55.75474628;48.74061012;3.47000003
16.3750;-7.2648;-4.9986;-6.2586;-0.2010;0.6182;-0.4581;55.75474628;48.74061012;3.47000003
16.3760;-5.7768;-4.6440;-4.6238;-0.2010;0.6182;-0.4581;55.75474628;48.74061012;3.47000003
16.3840;-5.7768;-4.6440;-4.6238;-0.3280;0.9817;-0.4258;55.75474628;48.74061012;3.47000003
16.3950;-5.7768;-4.6440;-4.6238;-0.2651;1.4215;-0.3952;55.75474628;48.74061012;3.47000003
16.3950;-5.7768;-4.6440;-4.6238;-0.2651;1.4215;-0.3952;55.75474628;48.74061012;3.47000003
16.3960;-2.8679;-3.2382;0.8350;-0.2651;1.4215;-0.3952;55.75474628;48.74061012;3.47000003
16.4050;-2.8679;-3.2382;0.8350;-0.0098;1.6756;-0.3433;55.75474628;48.74061012;3.47000003
16.4150;-2.8679;-3.2382;0.8350;0.4239;1.7245;-0.2358;55.75474628;48.74061012;3.47000003
16.4150;-2.8679;-3.2382;0.8350;0.4239;1.7245;-0.2358;55.75474628;48.74061012;3.47000003
16.4160;-2.4867;0.3416;4.4780;0.4239;1.7245;-0.2358;55.75474628;48.74061012;3.47000003
16.4250;-2.4867;0.3416;4.4780;0.8503;1.4881;-0.0947;55.75474628;48.74061012;3.47000003
16.4350;-2.4867;0.3416;4.4780;1.1875;1.1142;0.0983;55.75474628;48.74061012;3.47000003
16.4350;-2.4867;0.3416;4.4780;1.1875;1.1142;0.0983;55.75474628;48.74061012;3.47000003
16.4360;-3.0537;4.8836;4.5411;1.1875;1.1142;0.0983;55.75474628;48.74061012;3.47000003
16.4450;-3.0537;4.8836;4.5411;1.2620;0.6548;0.2993;55.75474628;48.74061012;3.47000003
16.4550;-3.0537;4.8836;4.5411;1.0012;0.2480;0.4954;55.75474628;48.74061012;3.47000003
16.4550;-3.0537;4.8836;4.5411;1.0012;0.2480;0.4954;55.75474628;48.74061012;3.47000003
16.4550;-0.0570;6.7862;3.6273;1.0012;0.2480;0.4954;55.75474628;48.74061012;3.47000003
16.4670;-0.0570;6.7862;3.6273;1.0012;0.2480;0.4954;55.75474628;48.74061012;3.47000003
16.4670;-0.0570;6.7862;3.6273;0.5993;0.2932;0.6573;55.75474628;48.74061012;3.47000003
16.4670;-0.0570;6.7862;3.6273;0.5993;0.2932;0.6573;55.75474628;48.74061012;3.47000003
16.4670;-0.0570;6.7862;3.6273;0.5993;0.2932;0.6573;55.75474628;48.74061012;3.47000003
16.4760;-0.0570;6.7862;3.6273;0.3653;0.8253;0.5406;55.75474628;48.74061012;3.47000003
16.4760;-0.0570;6.7862;3.6273;0.3653;0.8253;0.5406;55.75474628;48.74061012;3.47000003
16.4760;7.6067;8.5037;9.6837;0.3653;0.8253;0.5406;55.75474628;48.74061012;3.47000003
16.4850;7.6067;8.5037;9.6837;0.2053;1.7385;0.3396;55.75474628;48.74061012;3.47000003
16.4960;7.6067;8.5037;9.6837;0.1362;2.1002;0.3665;55.75474628;48.74061012;3.47000003
16.4960;7.6067;8.5037;9.6837;0.1362;2.1002;0.3665;55.75474628;48.74061012;3.47000003
16.4960;3.3796;7.5825;9.4303;0.1362;2.1002;0.3665;55.75474628;48.74061012;3.47000003
16.5050;3.3796;7.5825;9.4303;0.1710;1.8540;0.5907;55.75474628;48.74061012;3.47000003
16.5160;3.3796;7.5825;9.4303;0.2437;1.2798;0.8448;55.75474628;48.74061012;3.47000003
16.5160;3.3796;7.5825;9.4303;0.2437;1.2798;0.8448;55.75474628;48.74061012;3.47000003
16.5170;0.2642;6.6867;6.2566;0.2437;1.2798;0.8448;55.75474628;48.74061012;3.47000003
16.5260;0.2642;6.6867;6.2566;0.2902;0.7966;0.9737;55.75474628;48.74061012;3.47000003
16.5360;0.2642;6.6867;6.2566;0.2572;0.6060;0.9719;55.75474628;48.74061012;3.47000003
16.5360;0.2642;6.6867;6.2566;0.2572;0.6060;0.9719;55.75474628;48.74061012;3.47000003
16.5370;2.4194;5.2098;4.1403;0.2572;0.6060;0.9719;55.75474628;48.74061012;3.47000003
16.5460;2.4194;5.2098;4.1403;0.1729;0.7709;1.0030;55.75474628;48.74061012;3.47000003
16.5570;2.4194;5.2098;4.1403;0.0617;1.0293;1.0660;55.75474628;48.74061012;3.47000003
16.5570;2.4194;5.2098;4.1403;0.0617;1.0293;1.0660;55.75474628;48.74061012;3.47000003
16.5580;2.0101;2.1865;2.2780;0.0617;1.0293;1.0660;55.75474628;48.74061012;3.47000003
16.5670;2.0101;2.1865;2.2780;0.0660;1.0794;1.1350;55.75474628;48.74061012;3.47000003
16.5780;2.0101;2.1865;2.2780;0.1625;0.9487;1.1631;55.75474628;48.74061012;3.47000003
16.5780;2.0101;2.1865;2.2780;0.1625;0.9487;1.1631;55.75474628;48.74061012;3.47000003
16.5790;2.8907;-0.5920;0.0874;0.1625;0.9487;1.1631;55.75474628;48.74061012;3.47000003
16.5880;2.8907;-0.5920;0.0874;0.2358;0.7636;1.1283;55.75474628;48.74061012;3.47000003
16.5980;2.8907;-0.5920;0.0874;0.2107;0.6817;1.0208;55.75474628;48.74061012;3.47000003
16.5980;2.8907;-0.5920;0.0874;0.2107;0.6817;1.0208;55.75474628;48.74061012;3.47000003
16.5990;3.7735;-3.7291;-2.6600;0.2107;0.6817;1.0208;55.75474628;48.74061012;3.47000003
16.6080;3.7735;-3.7291;-2.6600;0.0965;0.6958;0.8906;55.75474628;48.74061012;3.47000003
16.6190;3.7735;-3.7291;-2.6600;-0.0458;0.8326;0.7611;55.75474628;48.74061012;3.47000003
16.6190;3.7735;-3.7291;-2.6600;-0.0458;0.8326;0.7611;55.75474628;48.74061012;3.47000003
16.6200;2.4245;-6.7269;-3.4952;-0.0458;0.8326;0.7611;55.75474628;48.74061012;3.47000003
16.6300;2.4245;-6.7269;-3.4952;-0.0458;0.8326;0.7611;55.75474628;48.74061012;3.47000003
16.6300;2.4245;-6.7269;-3.4952;-0.1173;0.9609;0.6646;55.75474628;48.74061012;3.47000003
16.6300;2.4245;-6.7269;-3.4952;-0.1173;0.9609;0.6646;55.75474628;48.74061012;3.47000003
16.6300;2.4245;-6.7269;-3.4952;-0.1173;0.9609;0.6646;55.75474628;48.74061012;3.47000003
16.6410;2.4245;-6.7269;-3.4952;-0.0965;1.0263;0.5944;55.75474628;48.74061012;3.47000003
16.6420;2.4245;-6.7269;-3.4952;-0.0965;1.0263;0.5944;55.75474628;48.74061012;3.47000003
16.6430;0.4459;-8.7546;-3.4182;-0.0965;1.0263;0.5944;55.75474628;48.74061012;3.47000003
16.6500;0.4459;-8.7546;-3.4182;-0.0037;0.9780;0.5394;55.75474628;48.74061012;3.47000003
16.6620;0.4459;-8.7546;-3.4182;0.1277;0.7508;0.5247;55.75474628;48.74061012;3.47000003
16.6620;0.4459;-8.7546;-3.4182;0.1277;0.7508;0.5247;55.75474628;48.74061012;3.47000003
16.6630;-1.0030;-10.0520;-4.6738;0.1277;0.7508;0.5247;55.75474628;48.74061012;3.47000003
16.6710;-1.0030;-10.0520;-4.6738;0.1875;0.4056;0.5492;55.75474628;48.74061012;3.47000003
16.6820;-1.0030;-10.0520;-4.6738;0.2053;0.0165;0.5602;55.75474628;48.74061012;3.47000003
16.6820;-1.0030;-10.0520;-4.6738;0.2053;0.0165;0.5602;55.75474628;48.74061012;3.47000003
16.6830;0.3325;-10.7549;-5.9434;0.2053;0.0165;0.5602;55.75474628;48.74061012;3.47000003
16.6910;0.3325;-10.7549;-5.9434;0.1228;-0.3354;0.5052;55.75474628;48.74061012;3.47000003
16.7020;0.3325;-10.7549;-5.9434;-0.0617;-0.5669;0.3787;55.75474628;48.74061012;3.47000003
16.7030;0.3325;-10.7549;-5.9434;-0.0617;-0.5669;0.3787;55.75474628;48.74061012;3.47000003
16.7030;3.1044;-10.4414;-6.1954;-0.0617;-0.5669;0.3787;55.75474628;48.74061012;3.47000003
16.7120;3.1044;-10.4414;-6.1954;-0.3488;-0.6720;0.2309;55.75474628;48.74061012;3.47000003
16.7220;3.1044;-10.4414;-6.1954;-0.7526;-0.5113;0.0654;55.75474628;48.74061012;3.47000003
16.7230;3.1044;-10.4414;-6.1954;-0.7526;-0.5113;0.0654;55.75474628;48.74061012;3.47000003
16.7230;5.0275;-10.2404;-4.5330;-0.7526;-0.5113;0.0654;55.75474628;48.74061012;3.47000003
16.7310;5.0275;-10.2404;-4.5330;-1.2382;-0.0941;-0.1100;55.75474628;48.74061012;3.47000003
16.7430;5.0275;-10.2404;-4.5330;-1.6060;0.2095;-0.3354;55.75474628;48.74061012;3.47000003
16.7440;5.0275;-10.2404;-4.5330;-1.6060;0.2095;-0.3354;55.75474628;48.74061012;3.47000003
16.7460;4.6292;-9.0941;-0.7323;-1.6060;0.2095;-0.3354;55.75474628;48.74061012;3.47000003
16.7530;4.6292;-9.0941;-0.7323;-1.5962;0.2657;-0.4472;55.75474628;48.74061012;3.47000003
16.7630;4.6292;-9.0941;-0.7323;-1.2285;-0.0586;-0.4728;55.75474628;48.74061012;3.47000003
16.7640;4.6292;-9.0941;-0.7323;-1.2285;-0.0586;-0.4728;55.75474628;48.74061012;3.47000003
16.7650;1.8536;-6.9005;3.8947;-1.2285;-0.0586;-0.4728;55.75474628;48.74061012;3.47000003
16.7730;1.8536;-6.9005;3.8947;-0.6188;-0.6793;-0.4490;55.75474628;48.74061012;3.47000003
16.7830;1.8536;-6.9005;3.8947;0.0751;-1.3280;-0.4191;55.75474628;48.74061012;3.47000003
16.7840;1.8536;-6.9005;3.8947;0.0751;-1.3280;-0.4191;55.75474628;48.74061012;3.47000003
16.7840;-1.3684;0.5962;4.9455;0.0751;-1.3280;-0.4191;55.75474628;48.74061012;3.47000003
16.7940;-1.3684;0.5962;4.9455;0.0751;-1.3280;-0.4191;55.75474628;48.74061012;3.47000003
16.7950;-1.3684;0.5962;4.9455;0.7233;-2.0666;-0.2486;55.75474628;48.74061012;3.47000003
16.7950;-1.3684;0.5962;4.9455;0.7233;-2.0666;-0.2486;55.75474628;48.74061012;3.47000003
16.7960;-1.3684;0.5962;4.9455;0.7233;-2.0666;-0.2486;55.75474628;48.74061012;3.47000003
16.8030;-1.3684;0.5962;4.9455;0.7306;-2.6866;-0.1466;55.75474628;48.74061012;3.47000003
16.8040;-1.3684;0.5962;4.9455;0.7306;-2.6866;-0.1466;55.75474628;48.74061012;3.47000003
16.8040;-0.6688;5.2208;-0.9283;0.7306;-2.6866;-0.1466;55.75474628;48.74061012;3.47000003
16.8130;-0.6688;5.2208;-0.9283;0.2584;-2.8766;-0.1912;55.75474628;48.74061012;3.47000003
16.8240;-0.6688;5.2208;-0.9283;-0.6860;-2.4777;-0.4435;55.75474628;48.74061012;3.47000003
16.8250;-0.6688;5.2208;-0.9283;-0.6860;-2.4777;-0.4435;55.75474628;48.74061012;3.47000003
16.8250;4.0421;10.1406;-1.9748;-0.6860;-2.4777;-0.4435;55.75474628;48.74061012;3.47000003
16.8340;4.0421;10.1406;-1.9748;-1.6463;-1.5540;-0.7318;55.75474628;48.74061012;3.47000003
16.8440;4.0421;10.1406;-1.9748;-2.3335;-0.4771;-1.0055;55.75474628;48.74061012;3.47000003
16.8450;4.0421;10.1406;-1.9748;-2.3335;-0.4771;-1.0055;55.75474628;48.74061012;3.47000003
16.8450;4.0478;10.6489;4.1928;-2.3335;-0.4771;-1.0055;55.75474628;48.74061012;3.47000003
16.8540;4.0478;10.6489;4.1928;-2.5607;0.2908;-1.2633;55.75474628;48.74061012;3.47000003
16.8640;4.0478;10.6489;4.1928;-2.3897;0.4905;-1.1820;55.75474628;48.74061012;3.47000003
16.8650;4.0478;10.6489;4.1928;-2.3897;0.4905;-1.1820;55.75474628;48.74061012;3.47000003
16.8650;-2.0330;8.5721;6.7709;-2.3897;0.4905;-1.1820;55.75474628;48.74061012;3.47000003
16.8740;-2.0330;8.5721;6.7709;-2.1130;-0.0837;-0.7972;55.75474628;48.74061012;3.47000003
16.8840;-2.0330;8.5721;6.7709;-1.7788;-0.8015;-0.4704;55.75474628;48.74061012;3.47000003
16.8850;-2.0330;8.5721;6.7709;-1.7788;-0.8015;-0.4704;55.75474628;48.74061012;3.47000003
16.8860;-1.5549;7.2262;5.9442;-1.7788;-0.8015;-0.4704;55.75474628;48.74061012;3.47000003
16.8930;-1.5549;7.2262;5.9442;-1.4685;-1.2083;-0.3720;55.75474628;48.74061012;3.47000003
16.9030;-1.5549;7.2262;5.9442;-1.1912;-1.2254;-0.3244;55.75474628;48.74061012;3.47000003
16.9040;-1.5549;7.2262;5.9442;-1.1912;-1.2254;-0.3244;55.75474628;48.74061012;3.47000003
16.9040;0.0089;5.9304;4.7795;-1.1912;-1.2254;-0.3244;55.75474628;48.74061012;3.47000003
16.9130;0.0089;5.9304;4.7795;-1.0061;-0.9340;-0.2810;55.75474628;48.74061012;3.47000003
16.9240;0.0089;5.9304;4.7795;-0.9975;-0.6646;-0.2596;55.75474628;48.74061012;3.47000003
16.9240;0.0089;5.9304;4.7795;-0.9975;-0.6646;-0.2596;55.75474628;48.74061012;3.47000003
16.9240;-2.5685;4.9810;-0.0432;-0.9975;-0.6646;-0.2596;55.75474628;48.74061012;3.47000003
16.9330;-2.5685;4.9810;-0.0432;-1.0580;-0.4728;-0.2193;55.75474628;48.74061012;3.47000003
16.9440;-2.5685;4.9810;-0.0432;-1.1448;-0.3793;-0.1503;55.75474628;48.74061012;3.47000003
16.9440;-2.5685;4.9810;-0.0432;-1.1448;-0.3793;-0.1503;55.75474628;48.74061012;3.47000003
16.9450;-5.0114;3.3045;-3.4830;-1.1448;-0.3793;-0.1503;55.75474628;48.74061012;3.47000003
16.9550;-5.0114;3.3045;-3.4830;-1.1448;-0.3793;-0.1503;55.75474628;48.74061012;3.47000003
16.9550;-5.0114;3.3045;-3.4830;-1.2046;-0.5101;-0.0929;55.75474628;48.74061012;3.47000003
16.9560;-5.0114;3.3045;-3.4830;-1.2046;-0.5101;-0.0929;55.75474628;48.74061012;3.47000003
16.9560;-5.0114;3.3045;-3.4830;-1.2046;-0.5101;-0.0929;55.75474628;48.74061012;3.47000003
16.9640;-5.0114;3.3045;-3.4830;-1.2236;-0.7544;-0.0367;55.75474628;48.74061012;3.47000003
16.9640;-5.0114;3.3045;-3.4830;-1.2236;-0.7544;-0.0367;55.75474628;48.74061012;3.47000003
16.9660;-5.4029;0.9500;-3.9425;-1.2236;-0.7544;-0.0367;55.75474628;48.74061012;3.47000003
16.9740;-5.4029;0.9500;-3.9425;-1.1784;-1.0959;0.0397;55.75474628;48.74061012;3.47000003
16.9860;-5.4029;0.9500;-3.9425;-0.9737;-1.1270;0.0299;55.75474628;48.74061012;3.47000003
16.9860;-5.4029;0.9500;-3.9425;-0.9737;-1.1270;0.0299;55.75474628;48.74061012;3.47000003
16.9870;-4.2097;-0.8527;0.1812;-0.9737;-1.1270;0.0299;55.75474628;48.74061012;3.47000003
16.9960;-4.2097;-0.8527;0.1812;-0.6640;-0.7404;-0.0257;55.75474628;48.74061012;3.47000003
17.0060;-4.2097;-0.8527;0.1812;-0.3433;-0.1790;-0.0745;55.75474628;48.74061012;3.47000003
17.0070;-4.2097;-0.8527;0.1812;-0.3433;-0.1790;-0.0745;55.75474628;48.74061012;3.47000003
17.0070;-5.1203;-1.5599;2.1300;-0.3433;-0.1790;-0.0745;55.75474628;48.74061012;3.47000003
17.0160;-5.1203;-1.5599;2.1300;-0.1216;0.4166;-0.0861;55.75474628;48.74061012;3.47000003
17.0260;-5.1203;-1.5599;2.1300;-0.0079;0.8216;-0.0641;55.75474628;48.74061012;3.47000003
17.0270;-5.1203;-1.5599;2.1300;-0.0079;0.8216;-0.0641;55.75474628;48.74061012;3.47000003
17.0280;-7.9311;-2.2993;-0.7795;-0.0079;0.8216;-0.0641;55.75474628;48.74061012;3.47000003
17.0360;-7.9311;-2.2993;-0.7795;0.1723;0.8412;-0.0348;55.75474628;48.74061012;3.47000003
17.0460;-7.9311;-2.2993;-0.7795;0.3812;0.5980;-0.0336;55.75474628;48.74061012;3.47000003
17.0470;-7.9311;-2.2993;-0.7795;0.3812;0.5980;-0.0336;55.75474628;48.74061012;3.47000003
17.0480;-8.4024;-2.3278;-2.2007;0.3812;0.5980;-0.0336;55.75474628;48.74061012;3.47000003
17.0560;-8.4024;-2.3278;-2.2007;0.5895;0.3225;-0.0501;55.75474628;48.74061012;3.47000003
17.0660;-8.4024;-2.3278;-2.2007;0.7434;0.2388;-0.0684;55.75474628;48.74061012;3.47000003
17.0670;-8.4024;-2.3278;-2.2007;0.7434;0.2388;-0.0684;55.75474628;48.74061012;3.47000003
17.0670;-7.3945;-2.5253;-1.7862;0.7434;0.2388;-0.0684;55.75474628;48.74061012;3.47000003
17.0760;-7.3945;-2.5253;-1.7862;0.8106;0.4533;-0.0605;55.75474628;48.74061012;3.47000003
17.0860;-7.3945;-2.5253;-1.7862;0.7905;0.8241;-0.0391;55.75474628;48.74061012;3.47000003
17.0860;-7.3945;-2.5253;-1.7862;0.7905;0.8241;-0.0391;55.75474628;48.74061012;3.47000003
17.0870;-5.4364;-2.8933;-0.7325;0.7905;0.8241;-0.0391;55.75474628;48.74061012;3.47000003
17.0960;-5.4364;-2.8933;-0.7325;0.8253;1.2016;0.0269;55.75474628;48.74061012;3.47000003
17.1060;-5.4364;-2.8933;-0.7325;0.9536;1.4490;0.0849;55.75474628;48.74061012;3.47000003
17.1070;-5.4364;-2.8933;-0.7325;0.9536;1.4490;0.0849;55.75474628;48.74061012;3.47000003
17.1070;-3.3082;-2.4294;1.5012;0.9536;1.4490;0.0849;55.75474628;48.74061012;3.47000003
17.1170;-3.3082;-2.4294;1.5012;0.9536;1.4490;0.0849;55.75474628;48.74061012;3.47000003
17.1170;-3.3082;-2.4294;1.5012;1.1411;1.5589;0.1356;55.75474628;48.74061012;3.47000003
17.1180;-3.3082;-2.4294;1.5012;1.1411;1.5589;0.1356;55.75474628;48.74061012;3.47000003
17.1190;-3.3082;-2.4294;1.5012;1.1411;1.5589;0.1356;55.75474628;48.74061012;3.47000003
17.1260;-3.3082;-2.4294;1.5012;1.3457;1.5498;0.1741;55.75474628;48.74061012;3.47000003
17.1270;-3.3082;-2.4294;1.5012;1.3457;1.5498;0.1741;55.75474628;48.74061012;3.47000003
17.1270;-1.6428;-0.1024;4.0376;1.3457;1.5498;0.1741;55.75474628;48.74061012;3.47000003
17.1360;-1.6428;-0.1024;4.0376;1.7013;1.2523;0.1833;55.75474628;48.74061012;3.47000003
17.1460;-1.6428;-0.1024;4.0376;2.0177;0.8369;0.1179;55.75474628;48.74061012;3.47000003
17.1470;-1.6428;-0.1024;4.0376;2.0177;0.8369;0.1179;55.75474628;48.74061012;3.47000003
17.1480;-0.0512;3.7640;4.1904;2.0177;0.8369;0.1179;55.75474628;48.74061012;3.47000003
17.1560;-0.0512;3.7640;4.1904;2.0977;0.3830;0.0739;55.75474628;48.74061012;3.47000003
17.1660;-0.0512;3.7640;4.1904;1.8344;0.0165;0.0983;55.75474628;48.74061012;3.47000003
17.1670;-0.0512;3.7640;4.1904;1.8344;0.0165;0.0983;55.75474628;48.74061012;3.47000003
17.1680;1.0104;4.8059;1.6787;1.8344;0.0165;0.0983;55.75474628;48.74061012;3.47000003
17.1760;1.0104;4.8059;1.6787;1.3708;0.0935;0.1008;55.75474628;48.74061012;3.47000003
17.1860;1.0104;4.8059;1.6787;0.8033;0.7801;0.0660;55.75474628;48.74061012;3.47000003
17.1870;1.0104;4.8059;1.6787;0.8033;0.7801;0.0660;55.75474628;48.74061012;3.47000003
17.1870;2.8573;6.0992;4.3037;0.8033;0.7801;0.0660;55.75474628;48.74061012;3.47000003
17.1960;2.8573;6.0992;4.3037;0.2834;1.4691;0.1301;55.75474628;48.74061012;3.47000003
17.2060;2.8573;6.0992;4.3037;-0.1093;1.7880;0.2731;55.75474628;48.74061012;3.47000003
17.2070;2.8573;6.0992;4.3037;-0.1093;1.7880;0.2731;55.75474628;48.74061012;3.47000003
17.2080;0.3063;5.5890;5.8108;-0.1093;1.7880;0.2731;55.75474628;48.74061012;3.47000003
17.2150;0.3063;5.5890;5.8108;-0.2199;1.5345;0.4924;55.75474628;48.74061012;3.47000003
17.2260;0.3063;5.5890;5.8108;-0.0800;0.8021;0.6145;55.75474628;48.74061012;3.47000003
17.2270;0.3063;5.5890;5.8108;-0.0800;0.8021;0.6145;55.75474628;48.74061012;3.47000003
17.2270;2.5495;4.7407;7.8582;-0.0800;0.8021;0.6145;55.75474628;48.74061012;3.47000003
17.2360;2.5495;4.7407;7.8582;0.2505;0.0470;0.4795;55.75474628;48.74061012;3.47000003
17.2460;2.5495;4.7407;7.8582;0.5192;-0.2437;0.3067;55.75474628;48.74061012;3.47000003
17.2470;2.5495;4.7407;7.8582;0.5192;-0.2437;0.3067;55.75474628;48.74061012;3.47000003
17.2470;4.8657;3.3410;7.6887;0.5192;-0.2437;0.3067;55.75474628;48.74061012;3.47000003
17.2560;4.8657;3.3410;7.6887;0.6518;-0.0983;0.2896;55.75474628;48.74061012;3.47000003
17.2660;4.8657;3.3410;7.6887;0.6359;0.2285;0.3561;55.75474628;48.74061012;3.47000003
17.2670;4.8657;3.3410;7.6887;0.6359;0.2285;0.3561;55.75474628;48.74061012;3.47000003
17.2670;3.0575;0.9408;4.3437;0.6359;0.2285;0.3561;55.75474628;48.74061012;3.47000003
17.2760;3.0575;0.9408;4.3437;0.6359;0.2285;0.3561;55.75474628;48.74061012;3.47000003
17.2760;3.0575;0.9408;4.3437;0.6610;0.5437;0.4594;55.75474628;48.74061012;3.47000003
17.2760;3.0575;0.9408;4.3437;0.6610;0.5437;0.4594;55.75474628;48.74061012;3.47000003
17.2770;3.0575;0.9408;4.3437;0.6610;0.5437;0.4594;55.75474628;48.74061012;3.47000003
